name,female,male,total,p_female,simulation
Kalawaiʻa,59,40,99,0.5959595959595959,16
Kalehua,20,22,42,0.47619047619047616,16
Kalei,25,15,40,0.625,16
Kaleo,27,16,43,0.627906976744186,16
Kalili,38,38,76,0.5,16
Kalua,186,141,327,0.5688073394495413,16
Ahia,23,20,43,0.5348837209302325,17
Alapaʻi,33,19,52,0.6346153846153846,17
Haʻaheo,17,20,37,0.4594594594594595,17
Hana,56,39,95,0.5894736842105263,17
Haole,29,17,46,0.6304347826086957,17
Hina,29,16,45,0.6444444444444445,17
ʻEhu,26,21,47,0.5531914893617021,17
Kahananui,54,41,95,0.5684210526315789,17
Kaheana,39,42,81,0.48148148148148145,17
Kahele,75,58,133,0.5639097744360902,17
Kahili/Kāhili,27,15,42,0.6428571428571429,17
Kahinu,37,16,53,0.6981132075471698,17
Kahue,88,59,147,0.5986394557823129,17
Kahuhu,20,20,40,0.5,17
Kaʻaeʻa,27,15,42,0.6428571428571429,17
Kaʻahanui,33,22,55,0.6,17
Kaʻai,30,32,62,0.4838709677419355,17
Kaʻaihue,29,32,61,0.47540983606557374,17
Kaʻākau,38,31,69,0.5507246376811594,17
Kaʻanāʻanā,82,59,141,0.5815602836879432,17
Kaʻaua/Kaʻauʻa,50,48,98,0.5102040816326531,17
Kaʻaukai,39,31,70,0.5571428571428572,17
Kaʻawa,33,20,53,0.6226415094339622,17
Kaʻili,55,39,94,0.5851063829787234,17
Kaʻilianu,31,20,51,0.6078431372549019,17
Kaiʻa,45,32,77,0.5844155844155844,17
Kaina,33,14,47,0.7021276595744681,17
Kaipo,22,20,42,0.5238095238095238,17
Kaiwi,53,44,97,0.5463917525773195,17
Kalā/Kala,22,27,49,0.4489795918367347,17
Kalama,81,47,128,0.6328125,17
Kalawaiʻa,63,36,99,0.6363636363636364,17
Kalehua,32,10,42,0.7619047619047619,17
Kalei,16,24,40,0.4,17
Kaleo,24,19,43,0.5581395348837209,17
Kalili,51,25,76,0.6710526315789473,17
Kalua,192,135,327,0.5871559633027523,17
Ahia,23,20,43,0.5348837209302325,18
Alapaʻi,25,27,52,0.4807692307692308,18
Haʻaheo,26,11,37,0.7027027027027027,18
Hana,47,48,95,0.49473684210526314,18
Haole,25,21,46,0.5434782608695652,18
Hina,31,14,45,0.6888888888888889,18
ʻEhu,31,16,47,0.6595744680851063,18
Kahananui,52,43,95,0.5473684210526316,18
Kaheana,48,33,81,0.5925925925925926,18
Kahele,76,57,133,0.5714285714285714,18
Kahili/Kāhili,22,20,42,0.5238095238095238,18
Kahinu,31,22,53,0.5849056603773585,18
Kahue,87,60,147,0.5918367346938775,18
Kahuhu,26,14,40,0.65,18
Kaʻaeʻa,22,20,42,0.5238095238095238,18
Kaʻahanui,37,18,55,0.6727272727272727,18
Kaʻai,35,27,62,0.5645161290322581,18
Kaʻaihue,35,26,61,0.5737704918032787,18
Kaʻākau,42,27,69,0.6086956521739131,18
Kaʻanāʻanā,81,60,141,0.574468085106383,18
Kaʻaua/Kaʻauʻa,51,47,98,0.5204081632653061,18
Kaʻaukai,38,32,70,0.5428571428571428,18
Kaʻawa,31,22,53,0.5849056603773585,18
Kaʻili,53,41,94,0.5638297872340425,18
Kaʻilianu,31,20,51,0.6078431372549019,18
Kaiʻa,48,29,77,0.6233766233766234,18
Kaina,27,20,47,0.574468085106383,18
Kaipo,25,17,42,0.5952380952380952,18
Kaiwi,53,44,97,0.5463917525773195,18
Kalā/Kala,23,26,49,0.46938775510204084,18
Kalama,74,54,128,0.578125,18
Kalawaiʻa,49,50,99,0.494949494949495,18
Kalehua,25,17,42,0.5952380952380952,18
Kalei,27,13,40,0.675,18
Kaleo,29,14,43,0.6744186046511628,18
Kalili,55,21,76,0.7236842105263158,18
Kalua,193,134,327,0.5902140672782875,18
Ahia,24,19,43,0.5581395348837209,19
Alapaʻi,26,26,52,0.5,19
Haʻaheo,19,18,37,0.5135135135135135,19
Hana,48,47,95,0.5052631578947369,19
Haole,22,24,46,0.4782608695652174,19
Hina,29,16,45,0.6444444444444445,19
ʻEhu,29,18,47,0.6170212765957447,19
Kahananui,58,37,95,0.6105263157894737,19
Kaheana,48,33,81,0.5925925925925926,19
Kahele,81,52,133,0.6090225563909775,19
Kahili/Kāhili,22,20,42,0.5238095238095238,19
Kahinu,35,18,53,0.660377358490566,19
Kahue,95,52,147,0.6462585034013606,19
Kahuhu,25,15,40,0.625,19
Kaʻaeʻa,25,17,42,0.5952380952380952,19
Kaʻahanui,25,30,55,0.45454545454545453,19
Kaʻai,37,25,62,0.5967741935483871,19
Kaʻaihue,39,22,61,0.639344262295082,19
Kaʻākau,39,30,69,0.5652173913043478,19
Kaʻanāʻanā,83,58,141,0.5886524822695035,19
Kaʻaua/Kaʻauʻa,51,47,98,0.5204081632653061,19
Kaʻaukai,45,25,70,0.6428571428571429,19
Kaʻawa,27,26,53,0.5094339622641509,19
Kaʻili,56,38,94,0.5957446808510638,19
Kaʻilianu,34,17,51,0.6666666666666666,19
Kaiʻa,52,25,77,0.6753246753246753,19
Kaina,26,21,47,0.5531914893617021,19
Kaipo,18,24,42,0.42857142857142855,19
Kaiwi,60,37,97,0.6185567010309279,19
Kalā/Kala,26,23,49,0.5306122448979592,19
Kalama,84,44,128,0.65625,19
Kalawaiʻa,54,45,99,0.5454545454545454,19
Kalehua,27,15,42,0.6428571428571429,19
Kalei,20,20,40,0.5,19
Kaleo,28,15,43,0.6511627906976745,19
Kalili,46,30,76,0.6052631578947368,19
Kalua,171,156,327,0.5229357798165137,19
Ahia,26,17,43,0.6046511627906976,20
Alapaʻi,30,22,52,0.5769230769230769,20
Haʻaheo,22,15,37,0.5945945945945946,20
Hana,66,29,95,0.6947368421052632,20
Haole,23,23,46,0.5,20
Hina,25,20,45,0.5555555555555556,20
ʻEhu,26,21,47,0.5531914893617021,20
Kahananui,57,38,95,0.6,20
Kaheana,44,37,81,0.5432098765432098,20
Kahele,71,62,133,0.5338345864661654,20
Kahili/Kāhili,23,19,42,0.5476190476190477,20
Kahinu,30,23,53,0.5660377358490566,20
Kahue,78,69,147,0.5306122448979592,20
Kahuhu,18,22,40,0.45,20
Kaʻaeʻa,23,19,42,0.5476190476190477,20
Kaʻahanui,32,23,55,0.5818181818181818,20
Kaʻai,36,26,62,0.5806451612903226,20
Kaʻaihue,34,27,61,0.5573770491803278,20
Kaʻākau,38,31,69,0.5507246376811594,20
Kaʻanāʻanā,79,62,141,0.5602836879432624,20
Kaʻaua/Kaʻauʻa,66,32,98,0.673469387755102,20
Kaʻaukai,39,31,70,0.5571428571428572,20
Kaʻawa,36,17,53,0.6792452830188679,20
Kaʻili,57,37,94,0.6063829787234043,20
Kaʻilianu,28,23,51,0.5490196078431373,20
Kaiʻa,44,33,77,0.5714285714285714,20
Kaina,30,17,47,0.6382978723404256,20
Kaipo,31,11,42,0.7380952380952381,20
Kaiwi,59,38,97,0.6082474226804123,20
Kalā/Kala,29,20,49,0.5918367346938775,20
Kalama,72,56,128,0.5625,20
Kalawaiʻa,56,43,99,0.5656565656565656,20
Kalehua,30,12,42,0.7142857142857143,20
Kalei,24,16,40,0.6,20
Kaleo,22,21,43,0.5116279069767442,20
Kalili,46,30,76,0.6052631578947368,20
Kalua,184,143,327,0.5626911314984709,20
Ahia,24,19,43,0.5581395348837209,21
Alapaʻi,27,25,52,0.5192307692307693,21
Haʻaheo,19,18,37,0.5135135135135135,21
Hana,48,47,95,0.5052631578947369,21
Haole,25,21,46,0.5434782608695652,21
Hina,31,14,45,0.6888888888888889,21
ʻEhu,30,17,47,0.6382978723404256,21
Kahananui,53,42,95,0.5578947368421052,21
Kaheana,46,35,81,0.5679012345679012,21
Kahele,69,64,133,0.518796992481203,21
Kahili/Kāhili,23,19,42,0.5476190476190477,21
Kahinu,35,18,53,0.660377358490566,21
Kahue,86,61,147,0.5850340136054422,21
Kahuhu,26,14,40,0.65,21
Kaʻaeʻa,21,21,42,0.5,21
Kaʻahanui,33,22,55,0.6,21
Kaʻai,43,19,62,0.6935483870967742,21
Kaʻaihue,42,19,61,0.6885245901639344,21
Kaʻākau,42,27,69,0.6086956521739131,21
Kaʻanāʻanā,85,56,141,0.6028368794326241,21
Kaʻaua/Kaʻauʻa,56,42,98,0.5714285714285714,21
Kaʻaukai,41,29,70,0.5857142857142857,21
Kaʻawa,26,27,53,0.49056603773584906,21
Kaʻili,55,39,94,0.5851063829787234,21
Kaʻilianu,31,20,51,0.6078431372549019,21
Kaiʻa,34,43,77,0.44155844155844154,21
Kaina,31,16,47,0.6595744680851063,21
Kaipo,27,15,42,0.6428571428571429,21
Kaiwi,56,41,97,0.5773195876288659,21
Kalā/Kala,33,16,49,0.673469387755102,21
Kalama,76,52,128,0.59375,21
Kalawaiʻa,66,33,99,0.6666666666666666,21
Kalehua,23,19,42,0.5476190476190477,21
Kalei,21,19,40,0.525,21
Kaleo,21,22,43,0.4883720930232558,21
Kalili,43,33,76,0.5657894736842105,21
Kalua,186,141,327,0.5688073394495413,21
Ahia,28,15,43,0.6511627906976745,22
Alapaʻi,25,27,52,0.4807692307692308,22
Haʻaheo,19,18,37,0.5135135135135135,22
Hana,64,31,95,0.6736842105263158,22
Haole,26,20,46,0.5652173913043478,22
Hina,32,13,45,0.7111111111111111,22
ʻEhu,26,21,47,0.5531914893617021,22
Kahananui,53,42,95,0.5578947368421052,22
Kaheana,41,40,81,0.5061728395061729,22
Kahele,76,57,133,0.5714285714285714,22
Kahili/Kāhili,22,20,42,0.5238095238095238,22
Kahinu,36,17,53,0.6792452830188679,22
Kahue,78,69,147,0.5306122448979592,22
Kahuhu,20,20,40,0.5,22
Kaʻaeʻa,23,19,42,0.5476190476190477,22
Kaʻahanui,37,18,55,0.6727272727272727,22
Kaʻai,34,28,62,0.5483870967741935,22
Kaʻaihue,36,25,61,0.5901639344262295,22
Kaʻākau,43,26,69,0.6231884057971014,22
Kaʻanāʻanā,93,48,141,0.6595744680851063,22
Kaʻaua/Kaʻauʻa,48,50,98,0.4897959183673469,22
Kaʻaukai,38,32,70,0.5428571428571428,22
Kaʻawa,30,23,53,0.5660377358490566,22
Kaʻili,53,41,94,0.5638297872340425,22
Kaʻilianu,35,16,51,0.6862745098039216,22
Kaiʻa,43,34,77,0.5584415584415584,22
Kaina,22,25,47,0.46808510638297873,22
Kaipo,22,20,42,0.5238095238095238,22
Kaiwi,56,41,97,0.5773195876288659,22
Kalā/Kala,37,12,49,0.7551020408163265,22
Kalama,74,54,128,0.578125,22
Kalawaiʻa,51,48,99,0.5151515151515151,22
Kalehua,24,18,42,0.5714285714285714,22
Kalei,26,14,40,0.65,22
Kaleo,33,10,43,0.7674418604651163,22
Kalili,48,28,76,0.631578947368421,22
Kalua,182,145,327,0.5565749235474006,22
Ahia,24,19,43,0.5581395348837209,23
Alapaʻi,30,22,52,0.5769230769230769,23
Haʻaheo,21,16,37,0.5675675675675675,23
Hana,54,41,95,0.5684210526315789,23
Haole,30,16,46,0.6521739130434783,23
Hina,29,16,45,0.6444444444444445,23
ʻEhu,31,16,47,0.6595744680851063,23
Kahananui,50,45,95,0.5263157894736842,23
Kaheana,50,31,81,0.6172839506172839,23
Kahele,84,49,133,0.631578947368421,23
Kahili/Kāhili,25,17,42,0.5952380952380952,23
Kahinu,24,29,53,0.4528301886792453,23
Kahue,89,58,147,0.6054421768707483,23
Kahuhu,28,12,40,0.7,23
Kaʻaeʻa,20,22,42,0.47619047619047616,23
Kaʻahanui,37,18,55,0.6727272727272727,23
Kaʻai,41,21,62,0.6612903225806451,23
Kaʻaihue,35,26,61,0.5737704918032787,23
Kaʻākau,39,30,69,0.5652173913043478,23
Kaʻanāʻanā,86,55,141,0.6099290780141844,23
Kaʻaua/Kaʻauʻa,54,44,98,0.5510204081632653,23
Kaʻaukai,40,30,70,0.5714285714285714,23
Kaʻawa,29,24,53,0.5471698113207547,23
Kaʻili,50,44,94,0.5319148936170213,23
Kaʻilianu,32,19,51,0.6274509803921569,23
Kaiʻa,42,35,77,0.5454545454545454,23
Kaina,27,20,47,0.574468085106383,23
Kaipo,23,19,42,0.5476190476190477,23
Kaiwi,55,42,97,0.5670103092783505,23
Kalā/Kala,36,13,49,0.7346938775510204,23
Kalama,69,59,128,0.5390625,23
Kalawaiʻa,50,49,99,0.5050505050505051,23
Kalehua,25,17,42,0.5952380952380952,23
Kalei,26,14,40,0.65,23
Kaleo,28,15,43,0.6511627906976745,23
Kalili,46,30,76,0.6052631578947368,23
Kalua,175,152,327,0.5351681957186545,23
Ahia,22,21,43,0.5116279069767442,24
Alapaʻi,32,20,52,0.6153846153846154,24
Haʻaheo,21,16,37,0.5675675675675675,24
Hana,58,37,95,0.6105263157894737,24
Haole,30,16,46,0.6521739130434783,24
Hina,21,24,45,0.4666666666666667,24
ʻEhu,30,17,47,0.6382978723404256,24
Kahananui,56,39,95,0.5894736842105263,24
Kaheana,49,32,81,0.6049382716049383,24
Kahele,70,63,133,0.5263157894736842,24
Kahili/Kāhili,22,20,42,0.5238095238095238,24
Kahinu,30,23,53,0.5660377358490566,24
Kahue,83,64,147,0.564625850340136,24
Kahuhu,18,22,40,0.45,24
Kaʻaeʻa,23,19,42,0.5476190476190477,24
Kaʻahanui,30,25,55,0.5454545454545454,24
Kaʻai,35,27,62,0.5645161290322581,24
Kaʻaihue,34,27,61,0.5573770491803278,24
Kaʻākau,34,35,69,0.4927536231884058,24
Kaʻanāʻanā,88,53,141,0.624113475177305,24
Kaʻaua/Kaʻauʻa,61,37,98,0.6224489795918368,24
Kaʻaukai,41,29,70,0.5857142857142857,24
Kaʻawa,32,21,53,0.6037735849056604,24
Kaʻili,58,36,94,0.6170212765957447,24
Kaʻilianu,24,27,51,0.47058823529411764,24
Kaiʻa,47,30,77,0.6103896103896104,24
Kaina,29,18,47,0.6170212765957447,24
Kaipo,28,14,42,0.6666666666666666,24
Kaiwi,56,41,97,0.5773195876288659,24
Kalā/Kala,33,16,49,0.673469387755102,24
Kalama,68,60,128,0.53125,24
Kalawaiʻa,60,39,99,0.6060606060606061,24
Kalehua,27,15,42,0.6428571428571429,24
Kalei,24,16,40,0.6,24
Kaleo,26,17,43,0.6046511627906976,24
Kalili,45,31,76,0.5921052631578947,24
Kalua,189,138,327,0.5779816513761468,24
Ahia,24,19,43,0.5581395348837209,25
Alapaʻi,26,26,52,0.5,25
Haʻaheo,18,19,37,0.4864864864864865,25
Hana,64,31,95,0.6736842105263158,25
Haole,22,24,46,0.4782608695652174,25
Hina,27,18,45,0.6,25
ʻEhu,23,24,47,0.48936170212765956,25
Kahananui,56,39,95,0.5894736842105263,25
Kaheana,51,30,81,0.6296296296296297,25
Kahele,71,62,133,0.5338345864661654,25
Kahili/Kāhili,29,13,42,0.6904761904761905,25
Kahinu,31,22,53,0.5849056603773585,25
Kahue,92,55,147,0.6258503401360545,25
Kahuhu,29,11,40,0.725,25
Kaʻaeʻa,24,18,42,0.5714285714285714,25
Kaʻahanui,30,25,55,0.5454545454545454,25
Kaʻai,34,28,62,0.5483870967741935,25
Kaʻaihue,33,28,61,0.5409836065573771,25
Kaʻākau,37,32,69,0.5362318840579711,25
Kaʻanāʻanā,75,66,141,0.5319148936170213,25
Kaʻaua/Kaʻauʻa,51,47,98,0.5204081632653061,25
Kaʻaukai,42,28,70,0.6,25
Kaʻawa,31,22,53,0.5849056603773585,25
Kaʻili,61,33,94,0.648936170212766,25
Kaʻilianu,31,20,51,0.6078431372549019,25
Kaiʻa,46,31,77,0.5974025974025974,25
Kaina,29,18,47,0.6170212765957447,25
Kaipo,22,20,42,0.5238095238095238,25
Kaiwi,53,44,97,0.5463917525773195,25
Kalā/Kala,38,11,49,0.7755102040816326,25
Kalama,74,54,128,0.578125,25
Kalawaiʻa,52,47,99,0.5252525252525253,25
Kalehua,28,14,42,0.6666666666666666,25
Kalei,22,18,40,0.55,25
Kaleo,22,21,43,0.5116279069767442,25
Kalili,41,35,76,0.5394736842105263,25
Kalua,195,132,327,0.5963302752293578,25
Ahia,23,20,43,0.5348837209302325,26
Alapaʻi,31,21,52,0.5961538461538461,26
Haʻaheo,20,17,37,0.5405405405405406,26
Hana,53,42,95,0.5578947368421052,26
Haole,25,21,46,0.5434782608695652,26
Hina,22,23,45,0.4888888888888889,26
ʻEhu,21,26,47,0.44680851063829785,26
Kahananui,52,43,95,0.5473684210526316,26
Kaheana,46,35,81,0.5679012345679012,26
Kahele,75,58,133,0.5639097744360902,26
Kahili/Kāhili,23,19,42,0.5476190476190477,26
Kahinu,21,32,53,0.39622641509433965,26
Kahue,94,53,147,0.6394557823129252,26
Kahuhu,25,15,40,0.625,26
Kaʻaeʻa,23,19,42,0.5476190476190477,26
Kaʻahanui,30,25,55,0.5454545454545454,26
Kaʻai,36,26,62,0.5806451612903226,26
Kaʻaihue,44,17,61,0.7213114754098361,26
Kaʻākau,36,33,69,0.5217391304347826,26
Kaʻanāʻanā,84,57,141,0.5957446808510638,26
Kaʻaua/Kaʻauʻa,67,31,98,0.6836734693877551,26
Kaʻaukai,45,25,70,0.6428571428571429,26
Kaʻawa,27,26,53,0.5094339622641509,26
Kaʻili,49,45,94,0.5212765957446809,26
Kaʻilianu,29,22,51,0.5686274509803921,26
Kaiʻa,58,19,77,0.7532467532467533,26
Kaina,26,21,47,0.5531914893617021,26
Kaipo,21,21,42,0.5,26
Kaiwi,56,41,97,0.5773195876288659,26
Kalā/Kala,28,21,49,0.5714285714285714,26
Kalama,81,47,128,0.6328125,26
Kalawaiʻa,54,45,99,0.5454545454545454,26
Kalehua,26,16,42,0.6190476190476191,26
Kalei,20,20,40,0.5,26
Kaleo,26,17,43,0.6046511627906976,26
Kalili,45,31,76,0.5921052631578947,26
Kalua,192,135,327,0.5871559633027523,26
Ahia,23,20,43,0.5348837209302325,27
Alapaʻi,29,23,52,0.5576923076923077,27
Haʻaheo,21,16,37,0.5675675675675675,27
Hana,53,42,95,0.5578947368421052,27
Haole,23,23,46,0.5,27
Hina,29,16,45,0.6444444444444445,27
ʻEhu,22,25,47,0.46808510638297873,27
Kahananui,50,45,95,0.5263157894736842,27
Kaheana,42,39,81,0.5185185185185185,27
Kahele,80,53,133,0.6015037593984962,27
Kahili/Kāhili,25,17,42,0.5952380952380952,27
Kahinu,32,21,53,0.6037735849056604,27
Kahue,83,64,147,0.564625850340136,27
Kahuhu,29,11,40,0.725,27
Kaʻaeʻa,18,24,42,0.42857142857142855,27
Kaʻahanui,32,23,55,0.5818181818181818,27
Kaʻai,37,25,62,0.5967741935483871,27
Kaʻaihue,40,21,61,0.6557377049180327,27
Kaʻākau,44,25,69,0.6376811594202898,27
Kaʻanāʻanā,78,63,141,0.5531914893617021,27
Kaʻaua/Kaʻauʻa,50,48,98,0.5102040816326531,27
Kaʻaukai,41,29,70,0.5857142857142857,27
Kaʻawa,32,21,53,0.6037735849056604,27
Kaʻili,56,38,94,0.5957446808510638,27
Kaʻilianu,27,24,51,0.5294117647058824,27
Kaiʻa,46,31,77,0.5974025974025974,27
Kaina,32,15,47,0.6808510638297872,27
Kaipo,23,19,42,0.5476190476190477,27
Kaiwi,57,40,97,0.5876288659793815,27
Kalā/Kala,23,26,49,0.46938775510204084,27
Kalama,80,48,128,0.625,27
Kalawaiʻa,63,36,99,0.6363636363636364,27
Kalehua,25,17,42,0.5952380952380952,27
Kalei,22,18,40,0.55,27
Kaleo,29,14,43,0.6744186046511628,27
Kalili,39,37,76,0.5131578947368421,27
Kalua,199,128,327,0.6085626911314985,27
Ahia,17,26,43,0.3953488372093023,28
Alapaʻi,28,24,52,0.5384615384615384,28
Haʻaheo,20,17,37,0.5405405405405406,28
Hana,49,46,95,0.5157894736842106,28
Haole,31,15,46,0.6739130434782609,28
Hina,27,18,45,0.6,28
ʻEhu,31,16,47,0.6595744680851063,28
Kahananui,59,36,95,0.6210526315789474,28
Kaheana,45,36,81,0.5555555555555556,28
Kahele,83,50,133,0.6240601503759399,28
Kahili/Kāhili,20,22,42,0.47619047619047616,28
Kahinu,31,22,53,0.5849056603773585,28
Kahue,91,56,147,0.6190476190476191,28
Kahuhu,24,16,40,0.6,28
Kaʻaeʻa,23,19,42,0.5476190476190477,28
Kaʻahanui,29,26,55,0.5272727272727272,28
Kaʻai,36,26,62,0.5806451612903226,28
Kaʻaihue,40,21,61,0.6557377049180327,28
Kaʻākau,36,33,69,0.5217391304347826,28
Kaʻanāʻanā,84,57,141,0.5957446808510638,28
Kaʻaua/Kaʻauʻa,51,47,98,0.5204081632653061,28
Kaʻaukai,45,25,70,0.6428571428571429,28
Kaʻawa,31,22,53,0.5849056603773585,28
Kaʻili,43,51,94,0.4574468085106383,28
Kaʻilianu,30,21,51,0.5882352941176471,28
Kaiʻa,46,31,77,0.5974025974025974,28
Kaina,26,21,47,0.5531914893617021,28
Kaipo,29,13,42,0.6904761904761905,28
Kaiwi,57,40,97,0.5876288659793815,28
Kalā/Kala,27,22,49,0.5510204081632653,28
Kalama,84,44,128,0.65625,28
Kalawaiʻa,60,39,99,0.6060606060606061,28
Kalehua,27,15,42,0.6428571428571429,28
Kalei,22,18,40,0.55,28
Kaleo,27,16,43,0.627906976744186,28
Kalili,45,31,76,0.5921052631578947,28
Kalua,180,147,327,0.5504587155963303,28
Ahia,26,17,43,0.6046511627906976,29
Alapaʻi,26,26,52,0.5,29
Haʻaheo,22,15,37,0.5945945945945946,29
Hana,51,44,95,0.5368421052631579,29
Haole,27,19,46,0.5869565217391305,29
Hina,27,18,45,0.6,29
ʻEhu,26,21,47,0.5531914893617021,29
Kahananui,56,39,95,0.5894736842105263,29
Kaheana,50,31,81,0.6172839506172839,29
Kahele,79,54,133,0.5939849624060151,29
Kahili/Kāhili,27,15,42,0.6428571428571429,29
Kahinu,33,20,53,0.6226415094339622,29
Kahue,85,62,147,0.5782312925170068,29
Kahuhu,26,14,40,0.65,29
Kaʻaeʻa,22,20,42,0.5238095238095238,29
Kaʻahanui,34,21,55,0.6181818181818182,29
Kaʻai,32,30,62,0.5161290322580645,29
Kaʻaihue,32,29,61,0.5245901639344263,29
Kaʻākau,35,34,69,0.5072463768115942,29
Kaʻanāʻanā,82,59,141,0.5815602836879432,29
Kaʻaua/Kaʻauʻa,59,39,98,0.6020408163265306,29
Kaʻaukai,40,30,70,0.5714285714285714,29
Kaʻawa,31,22,53,0.5849056603773585,29
Kaʻili,56,38,94,0.5957446808510638,29
Kaʻilianu,33,18,51,0.6470588235294118,29
Kaiʻa,47,30,77,0.6103896103896104,29
Kaina,27,20,47,0.574468085106383,29
Kaipo,29,13,42,0.6904761904761905,29
Kaiwi,55,42,97,0.5670103092783505,29
Kalā/Kala,34,15,49,0.6938775510204082,29
Kalama,65,63,128,0.5078125,29
Kalawaiʻa,57,42,99,0.5757575757575758,29
Kalehua,26,16,42,0.6190476190476191,29
Kalei,21,19,40,0.525,29
Kaleo,33,10,43,0.7674418604651163,29
Kalili,42,34,76,0.5526315789473685,29
Kalua,181,146,327,0.5535168195718655,29
Ahia,24,19,43,0.5581395348837209,30
Alapaʻi,36,16,52,0.6923076923076923,30
Haʻaheo,21,16,37,0.5675675675675675,30
Hana,54,41,95,0.5684210526315789,30
Haole,32,14,46,0.6956521739130435,30
Hina,34,11,45,0.7555555555555555,30
ʻEhu,23,24,47,0.48936170212765956,30
Kahananui,56,39,95,0.5894736842105263,30
Kaheana,42,39,81,0.5185185185185185,30
Kahele,65,68,133,0.48872180451127817,30
Kahili/Kāhili,22,20,42,0.5238095238095238,30
Kahinu,34,19,53,0.6415094339622641,30
Kahue,88,59,147,0.5986394557823129,30
Kahuhu,22,18,40,0.55,30
Kaʻaeʻa,26,16,42,0.6190476190476191,30
Kaʻahanui,28,27,55,0.509090909090909,30
Kaʻai,39,23,62,0.6290322580645161,30
Kaʻaihue,39,22,61,0.639344262295082,30
Kaʻākau,42,27,69,0.6086956521739131,30
Kaʻanāʻanā,73,68,141,0.5177304964539007,30
Kaʻaua/Kaʻauʻa,49,49,98,0.5,30
Kaʻaukai,42,28,70,0.6,30
Kaʻawa,29,24,53,0.5471698113207547,30
Kaʻili,51,43,94,0.5425531914893617,30
Kaʻilianu,25,26,51,0.49019607843137253,30
Kaiʻa,47,30,77,0.6103896103896104,30
Kaina,33,14,47,0.7021276595744681,30
Kaipo,25,17,42,0.5952380952380952,30
Kaiwi,65,32,97,0.6701030927835051,30
Kalā/Kala,33,16,49,0.673469387755102,30
Kalama,74,54,128,0.578125,30
Kalawaiʻa,47,52,99,0.47474747474747475,30
Kalehua,25,17,42,0.5952380952380952,30
Kalei,25,15,40,0.625,30
Kaleo,24,19,43,0.5581395348837209,30
Kalili,42,34,76,0.5526315789473685,30
Kalua,198,129,327,0.6055045871559633,30
Ahia,26,17,43,0.6046511627906976,31
Alapaʻi,34,18,52,0.6538461538461539,31
Haʻaheo,19,18,37,0.5135135135135135,31
Hana,65,30,95,0.6842105263157895,31
Haole,26,20,46,0.5652173913043478,31
Hina,23,22,45,0.5111111111111111,31
ʻEhu,25,22,47,0.5319148936170213,31
Kahananui,55,40,95,0.5789473684210527,31
Kaheana,51,30,81,0.6296296296296297,31
Kahele,74,59,133,0.556390977443609,31
Kahili/Kāhili,24,18,42,0.5714285714285714,31
Kahinu,36,17,53,0.6792452830188679,31
Kahue,83,64,147,0.564625850340136,31
Kahuhu,23,17,40,0.575,31
Kaʻaeʻa,28,14,42,0.6666666666666666,31
Kaʻahanui,30,25,55,0.5454545454545454,31
Kaʻai,31,31,62,0.5,31
Kaʻaihue,35,26,61,0.5737704918032787,31
Kaʻākau,43,26,69,0.6231884057971014,31
Kaʻanāʻanā,77,64,141,0.5460992907801419,31
Kaʻaua/Kaʻauʻa,60,38,98,0.6122448979591837,31
Kaʻaukai,49,21,70,0.7,31
Kaʻawa,30,23,53,0.5660377358490566,31
Kaʻili,65,29,94,0.6914893617021277,31
Kaʻilianu,31,20,51,0.6078431372549019,31
Kaiʻa,45,32,77,0.5844155844155844,31
Kaina,25,22,47,0.5319148936170213,31
Kaipo,26,16,42,0.6190476190476191,31
Kaiwi,64,33,97,0.6597938144329897,31
Kalā/Kala,29,20,49,0.5918367346938775,31
Kalama,66,62,128,0.515625,31
Kalawaiʻa,55,44,99,0.5555555555555556,31
Kalehua,25,17,42,0.5952380952380952,31
Kalei,23,17,40,0.575,31
Kaleo,19,24,43,0.4418604651162791,31
Kalili,45,31,76,0.5921052631578947,31
Kalua,169,158,327,0.5168195718654435,31
Ahia,30,13,43,0.6976744186046512,32
Alapaʻi,37,15,52,0.7115384615384616,32
Haʻaheo,25,12,37,0.6756756756756757,32
Hana,61,34,95,0.6421052631578947,32
Haole,17,29,46,0.3695652173913043,32
Hina,23,22,45,0.5111111111111111,32
ʻEhu,22,25,47,0.46808510638297873,32
Kahananui,55,40,95,0.5789473684210527,32
Kaheana,48,33,81,0.5925925925925926,32
Kahele,83,50,133,0.6240601503759399,32
Kahili/Kāhili,22,20,42,0.5238095238095238,32
Kahinu,34,19,53,0.6415094339622641,32
Kahue,77,70,147,0.5238095238095238,32
Kahuhu,25,15,40,0.625,32
Kaʻaeʻa,22,20,42,0.5238095238095238,32
Kaʻahanui,34,21,55,0.6181818181818182,32
Kaʻai,34,28,62,0.5483870967741935,32
Kaʻaihue,33,28,61,0.5409836065573771,32
Kaʻākau,36,33,69,0.5217391304347826,32
Kaʻanāʻanā,82,59,141,0.5815602836879432,32
Kaʻaua/Kaʻauʻa,54,44,98,0.5510204081632653,32
Kaʻaukai,40,30,70,0.5714285714285714,32
Kaʻawa,31,22,53,0.5849056603773585,32
Kaʻili,55,39,94,0.5851063829787234,32
Kaʻilianu,38,13,51,0.7450980392156863,32
Kaiʻa,47,30,77,0.6103896103896104,32
Kaina,29,18,47,0.6170212765957447,32
Kaipo,21,21,42,0.5,32
